Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
16,Fool Me Once,2.761434782608696,0.6232582608695653,58.0,1.0,0.618782608695652,0.004475652173913048,0.1319569565217392,0.24478478260869577,1.0,0.5789473684210527,0,0
17,Gradual,2.7591630434782615,0.7891539130434783,40.0,1.0,0.7476797826086955,0.0414741304347826,0.07635521739130445,0.13449086956521739,1.0,0.38190525131089736,0.3606877916365309,0.23244846983458023
18,"BackStabber: (D, D)",2.7528369565217377,0.6397560869565218,187.0,1.0,0.6315828260869562,0.008173260869565224,0.12431760869565225,0.2359263043478264,0.996759062503687,0.7897724162941049,0,0
19,Meta Winner: 8 players,2.7415326086956524,0.5644784782608696,71.0,1.0,0.5592230434782608,0.005255434782608699,0.1572634782608695,0.27825804347826094,0.9565137880496409,0.2183798915166256,0.06475177879144695,0.02433989054083947
20,Spiteful Tit For Tat,2.739413043478261,0.65946,46.0,1.0,0.6269084782608694,0.032551521739130417,0.12955152173913045,0.2109884782608696,1.0,0,0.7032063270446861,0
21,NMWE Finite Memory: 86 players,2.7373586956521736,0.5652254347826087,70.0,1.0,0.5583304347826088,0.006895000000000001,0.1568332608695652,0.2779413043478261,0.9425072516892304,0.10260506021277448,0.04481838671648124,0.061691207920589575
22,Forgetful Fool Me Once: 0.05,2.737152173913044,0.7517080434782609,51.0,1.0,0.7199660869565218,0.0317419565217391,0.0819045652173913,0.16638739130434782,1.0,0.6399573260407844,0.05094994004393921,0.05062841764019054
23,NMWE Stochastic: 62 players,2.733130434782609,0.5726191304347826,69.0,1.0,0.5616617391304347,0.010957391304347825,0.15481456521739126,0.2725663043478262,0.8575743565811563,0.17081533056674375,0.04021777053247353,0.07655644286234765
24,Nice Meta Winner Ensemble: 200 players,2.7300760869565215,0.5629360869565218,70.0,1.0,0.5569063043478262,0.006029782608695649,0.1555526086956521,0.28151130434782595,0.9516373468895479,0.14792921099980819,0.027263454096055944,0.04583794331118067
25,"EugineNier: (D,)",2.729847826086954,0.6422745652173913,189.0,1.0,0.6356852173913047,0.0065893478260869495,0.11634891304347811,0.24137652173913024,0.9966725509650415,0,0.4361549699366921,0
26,MEM2,2.7295869565217394,0.5935160869565217,68.0,1.0,0.5902539130434781,0.0032621739130434813,0.13803586956521746,0.268448043478261,0.9965063808365276,0.23051272230247605,0.2805719929282089,0
27,GraaskampKatzen,2.727771739130435,0.6622995652173913,47.0,1.0,0.6520028260869566,0.010296739130434777,0.10844760869565223,0.22925282608695657,0.9948905170344979,0,0.5058533056356814,0
28,Meta Hunter: 6 players,2.725967391304348,0.6363119565217391,59.0,1.0,0.6006649999999999,0.03564695652173912,0.13994086956521734,0.2237471739130436,0.90725552143224,0.7531417837948634,0.1627237655050834,0.09666492868005136
29,NMWE Deterministic: 138 players,2.7240108695652174,0.5615630434782609,71.0,1.0,0.5567108695652173,0.004852173913043478,0.15386739130434784,0.28456956521739135,0.9668861636246362,0.09219780207066969,0.02869723875774499,0.042857406142772336
30,NMWE Long Memory: 114 players,2.716858695652174,0.5628376086956521,70.0,1.0,0.5575684782608694,0.005269130434782609,0.15179391304347833,0.28536847826086964,0.9490619882000897,0.16097825117705256,0.022592379398307588,0.043589634461630035
31,Borufsen,2.715402173913046,0.7992482608695652,20.0,1.0,0.7565821739130434,0.04266608695652174,0.061204782608695704,0.13954695652173915,0.9984105825922597,0.15831616591773326,0.7822973824373233,0.10830178728218809
32,NMWE Memory One: 35 players,2.7152826086956523,0.5612480434782608,72.0,1.0,0.5569791304347826,0.00426891304347826,0.1507354347826087,0.2880165217391304,0.9792713098226601,0.08255634584198264,0.005885648853556103,0.027581088513866668
33,Revised Downing: True,2.705641304347826,0.7721019565217392,27.5,1.0,0.7254906521739132,0.04661130434782605,0.07503804347826086,0.15285999999999994,0.998432312128535,0.8030967605797583,0.03587606121245391,0.17050063870898657
34,"Michaelos: (D,)",2.7054130434782606,0.5998597826086957,190.0,1.0,0.5959908695652176,0.0038689130434782586,0.12886499999999984,0.2712752173913042,0.9966664860655965,0,0.1579286457226186,0
35,Kluepfel,2.697673913043478,0.7401678260869565,28.5,1.0,0.7119593478260868,0.028208478260869568,0.07527608695652176,0.18455608695652187,0.9757989012492911,0.3426506999968156,0.5913089845017172,0.05325450953187342
36,EvolvedLookerUp1_1_1,2.69445652173913,0.6149871739130435,63.0,1.0,0.5784573913043477,0.036529782608695695,0.14338304347826084,0.24162978260869575,0.9515382134726339,0,0.7894001214239276,0
37,TF3,2.6912717391304346,0.5741604347826087,68.0,1.0,0.5684886956521737,0.005671739130434786,0.1400963043478261,0.28574326086956536,0.9414749727160204,0.595264024364235,0.3263058149522452,0.015773199057336356
38,Nice Meta Winner: 200 players,2.690989130434782,0.5579391304347826,72.0,1.0,0.5555089130434783,0.0024302173913043497,0.14521000000000003,0.2968508695652173,1.0,0,0,0
